Assembly	X..contigs.....1000.bp.	X..contigs.....5000.bp.	X..contigs.....10000.bp.	X..contigs.....25000.bp.	X..contigs.....50000.bp.	Total.length.....1000.bp.	Total.length.....5000.bp.	Total.length.....10000.bp.	Total.length.....25000.bp.	Total.length.....50000.bp.	X..contigs	Largest.contig	Total.length	Reference.length	GC....	Reference.GC....	N50	NG50	N75	NG75	L50	LG50	L75	LG75	X..misassemblies	X..misassembled.contigs	Misassembled.contigs.length	X..local.misassemblies	X..unaligned.contigs	Unaligned.length	Genome.fraction....	Duplication.ratio	X..N.s.per.100.kbp	X..mismatches.per.100.kbp	X..indels.per.100.kbp	X..predicted.genes..unique.	X..predicted.genes.....0.bp.	X..predicted.genes.....300.bp.	X..predicted.genes.....1500.bp.	X..predicted.genes.....3000.bp.	Largest.alignment	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75	gid	refLength	refMapping	group	assemblerGroup	X..genes	cov
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample23_271	1739	266073	circular_elem	4	NA	22950,51754
Ray k91	1	0	0	0	0	2979	0	0	0	0	1	2979	2979	1734	39,95	40,43	2979	2979	2979	2979	1	1	1	1	1	1	2979	0	0 + 0 part	0	100	1,718	0	0	0	2	3	2	0	0	2523	2523	2523	2523	2523	1	1	1	1	Sample23_273	1734	614	circular_elem	4	0 + 0 part	53,11418685
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample23_288	1666	5165	circular_elem	4	NA	465,0360144
Ray k91	1	0	0	0	0	4713	0	0	0	0	1	4713	4713	2362	61,45	61,47	4713	4713	4713	4713	1	1	1	1	0	0	0	0	0 + 0 part	0	100	1,995	0	0	0	5	7	5	0	0	4713	4713	4713	4713	4713	1	1	1	1	Sample6_289	2362	715	circular_elem	4	0 + 0 part	45,40643522
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_476	1678	74	circular_elem	4	NA	6,615017878
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_49	5285	5584	circular_elem	4	NA	158,4862819
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_527	1550	13458	circular_elem	4	NA	1302,387097
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_722	1210	530	circular_elem	4	NA	65,70247934
Ray k91	1	1	1	0	0	11055	11055	11055	0	0	1	11055	11055	5544	48,9	48,88	11055	11055	11055	11055	1	1	1	1	1	1	11055	0	0 + 0 part	0	100	1,994	0	0	0	11	18	7	0	0	6523	6523	6523	4532	6523	1	1	2	1	Sample9_2	5544	2217	circular_elem	4	0 + 0 part	59,98376623
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample9_65	2080	274	circular_elem	4	NA	19,75961538
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1035930.011	2264253	113983	strain	4	NA	7,551033387
Ray k91	252	143	82	13	0	2141506	1878173	1430485	414424	0	269	42554	2155630	2413510	30,93	30,86	12770	11826	8259	5672	52	62	103	131	15	15	200848	0	0 + 2 part	262	80,215	1,114	0	45,4	0,26	2530	2686	2036	207	14	42554	12453	11650	8031	5435	54	65	107	136	evo_1035930.029	2413510	2005302	strain	4	3286 + 289 part	124,629813
Ray k91	13	2	1	0	0	49152	21263	13561	0	0	20	13561	54655	2296439	29,13	30,92	4331	NA	2003	NA	4	NA	8	NA	1	1	3604	0	0 + 0 part	0	2,333	1,02	0	425,64	1,87	78	78	54	3	0	13561	4331	0	2003	NA	4	NA	8	NA	evo_1035930.032	2296439	660938	strain	4	97 + 63 part	43,17149291
Ray k91	598	132	15	0	0	2181680	970276	171796	0	0	645	14394	2218120	3363445	35,8	35,83	4402	2742	2808	NA	162	325	319	NA	2	2	12577	1	0 + 0 part	0	62,712	1,052	0	110,75	0,81	3407	3433	2323	94	1	14394	4402	2731	2802	NA	162	326	320	NA	evo_1049056.011	3363445	3162133	strain	4	4000 + 1247 part	141,0220622
Ray k91	61	6	1	0	0	169482	46485	11450	0	0	100	11450	195254	3524378	35,67	35,79	3062	NA	1529	NA	20	NA	43	NA	0	0	0	0	0 + 0 part	0	5,513	1,005	0	131,77	0	333	333	220	5	0	11450	3062	0	1529	NA	20	NA	43	NA	evo_1049056.013	3524378	670459	strain	4	287 + 193 part	28,53520536
Ray k91	54	1	0	0	0	117206	7280	0	0	0	66	7280	126739	3374338	35,89	35,84	2190	NA	1449	NA	20	NA	37	NA	0	0	0	0	0 + 0 part	0	3,739	1,005	0	138,7	0	212	212	140	3	0	7280	2190	0	1449	NA	20	NA	37	NA	evo_1049056.015	3374338	1602347	strain	4	148 + 120 part	71,22939374
Ray k91	1	0	0	0	0	1633	0	0	0	0	3	1633	3270	3382970	37,22	35,84	915	NA	915	NA	2	NA	2	NA	1	1	915	0	0 + 0 part	0	0,097	1	0	611,62	0	5	5	5	0	0	1633	722	0	704	NA	2	NA	3	NA	evo_1049056.031	3382970	149277	strain	4	1 + 3 part	6,618902917
Ray k91	80	4	1	0	0	136216	33910	10657	0	0	158	10657	197994	3264668	35,36	35,82	1155	NA	928	NA	46	NA	93	NA	6	5	36798	0	0 + 0 part	0	5,84	1,04	0	73,43	3,15	303	307	222	4	0	6125	1141	0	914	NA	51	NA	99	NA	evo_1049056.039	3264668	21546	strain	4	159 + 366 part	0,989962838
Ray k91	8	0	0	0	0	9733	0	0	0	0	31	1789	24610	3384405	47,92	46,7	849	NA	615	NA	11	NA	20	NA	1	1	1789	0	0 + 0 part	0	0,702	1,036	0	159,91	4,21	49	49	32	0	0	1472	808	0	576	NA	12	NA	21	NA	evo_1286_AP.008	3384405	409851	strain	4	22 + 68 part	18,16498026
Ray k91	602	128	14	0	0	2228902	953568	178373	0	0	671	23846	2282652	3211060	46,67	46,7	4472	3172	2870	NA	168	291	327	NA	1	1	1789	0	0 + 0 part	0	67,053	1,06	0	116,99	0,33	3005	3028	2408	134	3	23846	4472	3172	2870	NA	168	291	327	NA	evo_1286_AP.026	3211060	1469507	strain	4	3546 + 1155 part	68,64588329
Ray k91	70	10	4	0	0	226988	94008	52598	0	0	103	16445	252257	3098187	46,99	46,68	3906	NA	1807	NA	17	NA	43	NA	0	0	0	0	0 + 0 part	0	7,944	1,025	0	239,73	0,41	342	344	278	13	1	16346	3906	0	1807	NA	17	NA	43	NA	evo_1286_AP.033	3098187	689246	strain	4	350 + 215 part	33,37012905
Ray k91	34	1	1	0	0	78908	11404	11404	0	0	49	11404	88944	3083256	47,2	46,67	2236	NA	1348	NA	12	NA	24	NA	0	0	0	0	0 + 0 part	0	2,825	1,021	0	234,18	0	121	121	97	4	0	11404	2236	0	1348	NA	12	NA	24	NA	evo_1286_AP.037	3083256	501952	strain	4	103 + 107 part	24,41989896
Meraga k33-k63	1007	0	0	0	0	1349214	0	0	0	0	4253	4209	3593804	6278004	66,49	66,49	859	578	662	NA	1493	3409	2689	NA	7	7	5847	2	0 + 2 part	155	56,469	1,014	0	0,17	0	6673	6673	4618	24	0	4209	858	577	661	NA	1494	3411	2691	NA	1030752	6278004	4133072	uniq	6	1626 + 7674 part	98,75125916
Meraga k33-k63	592	317	153	19	1	4531594	3767354	2611361	635140	61473	640	61473	4567109	4620491	62,14	62,12	11353	11204	6256	6086	123	125	256	263	4	4	32683	2	0 + 3 part	473	98,542	1,003	0	5,69	0	4711	4712	4122	589	57	61444	11353	11204	6252	6086	123	125	257	263	1030755	4620491	336727	uniq	6	8543 + 1202 part	10,93153303
Meraga k33-k63	868	308	125	12	0	4653680	3235499	1960691	374308	0	1053	39494	4786267	4900391	41,27	41,31	7935	7701	3934	3736	174	182	389	411	8	8	69896	0	0 + 1 part	206	97,144	1,005	0	2,92	0,08	4644	4645	3978	623	83	39494	7878	7545	3909	3716	175	183	392	414	1030836	4900391	579419	uniq	6	5203 + 1005 part	17,73590107
Meraga k33-k63	1138	2	0	0	0	1934304	11492	0	0	0	2279	6316	2750673	3289345	68,38	68,33	1375	1190	908	674	662	872	1273	1790	1	1	2102	0	0 + 16 part	3689	82,833	1,008	0	107,76	0,88	4363	4363	3223	102	1	6316	1373	1184	906	667	663	874	1276	1795	1030878	3289345	117951	uniq	6	2056 + 3839 part	5,378776018
Meraga k33-k63	1670	1	0	0	0	2399550	5294	0	0	0	5277	5294	4944573	7281938	53,1	53,04	983	729	716	NA	1744	3126	3219	NA	5	5	5289	1	0 + 1 part	16	66,825	1,016	0	0,02	0	7684	7684	5559	84	1	5294	982	729	715	NA	1745	3128	3221	NA	1035900	7281938	4418897	uniq	6	1658 + 5469 part	91,02447041
Meraga k33-k63	15	8	5	0	0	127551	107900	86378	0	0	20	20404	131063	2199979	31,75	30,96	16418	NA	6687	NA	4	NA	7	NA	0	0	0	0	0 + 1 part	21	5,953	1,001	0	1,53	0	144	144	121	15	2	20404	16418	0	6687	NA	4	NA	7	NA	1035930	2199979	220904	strain	6	123 + 16 part	15,06178014
Meraga k33-k63	976	294	83	5	0	4346354	2674051	1255201	178296	0	1229	48481	4531522	4677460	40,58	40,62	6000	5781	3157	2918	219	232	479	515	5	5	27641	0	0 + 3 part	992	96,307	1,006	0	7,48	0,07	4567	4567	3895	548	66	48481	5981	5760	3152	2914	220	232	480	516	1036539	4677460	349514	uniq	6	4687 + 1243 part	11,20845502
Meraga k33-k63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1036554	2659575	8168678	uniq	6	NA	460,7133471
Meraga k33-k63	1135	8	0	0	0	2068928	46543	0	0	0	2065	7572	2744041	3184472	61,68	61,56	1540	1347	1008	764	573	726	1125	1500	6	6	14318	2	0 + 6 part	167	85,497	1,008	0	86,42	0,26	3934	3934	3031	149	3	7572	1536	1346	1006	762	575	728	1128	1505	1036608	3184472	122192	uniq	6	2586 + 4105 part	5,755679434
Meraga k33-k63	406	200	76	4	0	2547941	2001089	1124196	106389	0	442	28486	2574730	2638923	27,67	27,72	8701	8501	5480	5169	94	98	187	196	8	7	38524	0	0 + 1 part	39	97,296	1,003	0	5,69	0,16	2737	2737	2246	310	23	28486	8629	8490	5316	5093	94	98	189	198	1036641	2638923	191369	uniq	6	5068 + 728 part	10,87767623
Meraga k33-k63	185	0	0	0	0	221364	0	0	0	0	1806	1982	1285308	4060624	30,81	30,58	696	NA	582	NA	700	NA	1208	NA	19	19	15979	2	0 + 12 part	721	31,556	1,004	0	441,87	1,72	2498	2498	1577	1	0	1982	693	0	579	NA	704	NA	1213	NA	1036707	4060624	72323	uniq	6	501 + 3974 part	2,671621406
Meraga k33-k63	102	0	0	0	0	125576	0	0	0	0	917	2059	672469	2032530	33,46	33,36	729	NA	599	NA	353	NA	610	NA	2	1	562	0	0 + 2 part	52	32,988	1,003	0	442,36	0,15	1380	1380	895	3	0	2059	729	0	599	NA	353	NA	610	NA	1036728	2032530	37251	uniq	6	233 + 1709 part	2,749110714
Meraga k33-k63	89	0	0	0	0	105103	0	0	0	0	1481	1942	1001605	5216281	35,03	34,94	659	NA	563	NA	598	NA	1009	NA	11	11	8840	1	0 + 2 part	106	19,179	1,003	0	619,35	1,2	1953	1953	1281	0	0	1942	657	0	562	NA	601	NA	1014	NA	1036743	5216281	73921	uniq	6	352 + 3473 part	2,125681113
Meraga k33-k63	489	326	227	69	8	6370050	5941635	5201987	2620491	484542	541	80847	6406390	6467702	54,95	54,95	21531	21475	12482	12279	95	96	192	196	9	9	104168	2	0 + 3 part	144	98,793	1,003	0	0,05	0	5603	5605	4960	954	124	80847	21475	21223	12359	12167	96	97	194	198	1036755	6467702	1342188	uniq	6	6633 + 562 part	31,12824308
Meraga k33-k63	862	42	1	0	0	1971417	253582	10204	0	0	1271	10204	2273387	2431652	51,44	51,45	2285	2120	1402	1216	318	354	638	729	8	8	16878	1	0 + 6 part	2016	92,657	1,009	0	46,6	0,13	2708	2708	2050	166	5	10204	2283	2120	1382	1204	319	355	641	732	1048783	2431652	107568	uniq	6	2192 + 1746 part	6,63548896
Meraga k33-k63	16	0	0	0	0	17707	0	0	0	0	576	1376	367780	3845825	35,46	35,25	625	NA	552	NA	245	NA	401	NA	1	1	825	0	0 + 2 part	336	9,541	1,002	0	752,43	0,55	767	767	496	0	0	1376	625	0	552	NA	245	NA	401	NA	1048993	3845825	41609	uniq	6	98 + 1251 part	1,622889757
Meraga k33-k63	912	276	65	0	0	3957487	2281974	850579	0	0	1065	23360	4071665	4107985	65,71	65,68	5564	5430	3215	3146	230	233	470	479	2	2	4361	1	0 + 1 part	44	98,17	1,01	0	0,07	0	4797	4797	4003	392	25	23360	5564	5430	3215	3146	230	233	470	479	1049005	4107985	1346963	uniq	6	6246 + 1874 part	49,18334658
Meraga k33-k63	63	0	0	0	0	97832	0	0	0	0	152	2622	162458	3268305	35,18	35,77	1132	NA	811	NA	48	NA	90	NA	0	0	0	0	0 + 0 part	0	4,932	1,008	0	0	0	263	263	189	5	0	2622	1132	0	811	NA	48	NA	90	NA	1049056	3268305	1639674	strain	6	75 + 258 part	75,25341117
Meraga k33-k63	1032	91	7	0	0	2757201	627140	78102	0	0	1379	12448	3012740	3125442	68,24	68,22	2906	2821	1752	1626	326	346	659	709	2	2	9234	0	0 + 4 part	118	95,702	1,007	0	36,14	0	3967	3967	3189	215	5	12448	2899	2821	1752	1613	327	346	659	710	1049089	3125442	150629	uniq	6	3681 + 2446 part	7,229169506
Meraga k33-k63	419	53	20	4	0	1164185	589227	341309	115429	0	1640	29392	1999215	5192961	65,75	66,83	1214	NA	737	NA	269	NA	811	NA	0	0	0	0	0 + 0 part	0	38,39	1,003	0	4,92	0	3320	3320	2350	94	6	29392	1214	0	737	NA	269	NA	811	NA	1052944	5192961	257982	strain	6	1369 + 2558 part	7,451875722
Meraga k33-k63	198	39	13	0	0	638515	358992	178747	0	0	843	19084	1062701	4767709	65,02	67,04	1543	NA	708	NA	110	NA	391	NA	0	0	0	0	0 + 0 part	0	22,228	1,003	0	12,17	0,09	1733	1733	1195	67	10	19084	1543	0	708	NA	110	NA	391	NA	1052947	4767709	753707	strain	6	753 + 1349 part	23,71286712
Meraga k33-k63	8	2	1	0	0	31025	20579	13292	0	0	21	13292	39739	5190212	65,55	66,83	7287	NA	1120	NA	2	NA	7	NA	0	0	0	0	0 + 1 part	10	0,764	1,002	0	2,52	0	65	65	41	2	0	13292	7287	0	1120	NA	2	NA	7	NA	1053058	5190212	1025896	strain	6	50 + 30 part	29,64896232
Meraga k33-k63	102	0	0	0	0	118126	0	0	0	0	2288	2060	1522381	7278430	65,98	65,87	649	NA	564	NA	937	NA	1570	NA	1	1	512	1	0 + 0 part	0	20,81	1,005	0	0,07	0	3184	3184	2238	1	0	2060	649	0	564	NA	937	NA	1570	NA	1139_AG	7278430	6047605	uniq	6	270 + 3507 part	124,6341244
Meraga k33-k63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1220_AD	3480877	5653969	uniq	6	NA	243,6441592
Meraga k33-k63	0	0	0	0	0	0	0	0	0	0	27	771	15846	3571513	66,96	66,69	574	NA	542	NA	13	NA	20	NA	0	0	0	0	0 + 1 part	226	0,437	1	0	1113,96	0	38	38	24	0	0	771	570	0	541	NA	13	NA	20	NA	1220_AJ	3571513	17327	uniq	6	4 + 54 part	0,727716797
Meraga k33-k63	310	230	147	52	11	4534330	4305637	3701106	2154836	775476	334	99557	4552102	4566645	68,93	68,92	23115	23115	12997	12604	58	58	123	124	0	0	0	0	0 + 0 part	0	99,589	1,001	0	1,12	0,04	4416	4416	3992	540	61	99557	23115	23115	12997	12604	58	58	123	124	1285_BH	4566645	557585	uniq	6	6240 + 449 part	18,31492266
Meraga k33-k63	0	0	0	0	0	0	0	0	0	0	3	515	1535	2975898	42,35	46,71	513	NA	507	NA	2	NA	3	NA	0	0	0	0	0 + 0 part	0	0,052	1	0	130,29	0	4	4	2	0	0	515	513	0	507	NA	2	NA	3	NA	1286_AP	2975898	120657	strain	6	0 + 4 part	6,081710462
Meraga k33-k63	34	0	0	0	0	38534	0	0	0	0	910	1554	587391	7207331	66,05	65,81	622	NA	551	NA	378	NA	630	NA	1	1	545	2	0 + 9 part	258	8,125	1,003	0	739,45	4,1	1266	1266	845	0	0	1554	621	0	550	NA	378	NA	630	NA	1365_A	7207331	98969	uniq	6	94 + 1452 part	2,059756934
Meraga k33-k63	0	0	0	0	0	0	0	0	0	0	1	753	753	1103	61,75	61,2	753	753	753	NA	1	1	1	NA	0	0	0	0	0 + 0 part	0	68,268	1	0	0	0	1	1	1	0	0	753	753	753	753	NA	1	1	1	NA	Sample15_97	1103	484	circular_elem	6	0 + 0 part	65,82048957
Meraga k33-k63	4	1	0	0	0	12767	6217	0	0	0	4	6217	12767	12897	52,49	52,5	2513	2513	2453	2453	2	2	3	3	0	0	0	0	0 + 0 part	0	98,511	1,005	0	0	0	17	17	13	1	0	6217	2513	2513	2453	2453	2	2	3	3	Sample16_19	12897	2423	circular_elem	6	0 + 0 part	28,18097232
Meraga k33-k63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample18_57	3420	22197	circular_elem	6	NA	973,5526316
Meraga k33-k63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample18_8	8320	13686	circular_elem	6	NA	246,7427885
Meraga k33-k63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample19_20	9957	83975	circular_elem	6	NA	1265,064779
Meraga k33-k63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample19_52	4959	4513	circular_elem	6	NA	136,5093769
Meraga k33-k63	1	0	0	0	0	4892	0	0	0	0	1	4892	4892	4900	40,41	40,43	4892	4892	4892	4892	1	1	1	1	0	0	0	0	0 + 0 part	0	99,837	1	0	0	0	6	6	3	1	0	4892	4892	4892	4892	4892	1	1	1	1	Sample19_56	4900	1223	circular_elem	6	0 + 0 part	37,43877551
Meraga k33-k63	1	0	0	0	0	2783	0	0	0	0	1	2783	2783	2721	45,99	45,9	2783	2783	2783	2783	1	1	1	1	0	0	0	0	0 + 0 part	0	100	1,023	0	0	0	6	6	1	0	0	2783	2783	2783	2783	2783	1	1	1	1	Sample22_283	2721	509	circular_elem	6	0 + 0 part	28,05953693
Meraga k33-k63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample22_57	6280	9216	circular_elem	6	NA	220,1273885
Meraga k33-k63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample22_89	5236	24162	circular_elem	6	NA	692,1886937
Meraga k33-k63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample23_271	1739	266073	circular_elem	6	NA	22950,51754
Meraga k33-k63	1	0	0	0	0	1136	0	0	0	0	2	1136	1858	1734	40,74	40,43	1136	1136	722	722	1	1	2	2	0	0	0	0	0 + 0 part	0	100	1,072	0	0	0	3	3	1	0	0	1136	1136	1136	722	722	1	1	2	2	Sample23_273	1734	614	circular_elem	6	0 + 0 part	53,11418685
Meraga k33-k63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample23_288	1666	5165	circular_elem	6	NA	465,0360144
Meraga k33-k63	0	0	0	0	0	0	0	0	0	0	2	847	1383	2362	61,68	61,47	847	536	536	NA	1	2	2	NA	0	0	0	0	0 + 0 part	0	58,552	1	0	0	0	3	3	2	0	0	847	847	536	536	NA	1	2	2	NA	Sample6_289	2362	715	circular_elem	6	0 + 0 part	45,40643522
Meraga k33-k63	1	0	0	0	0	1647	0	0	0	0	1	1647	1647	1678	39,04	39,21	1647	1647	1647	1647	1	1	1	1	0	0	0	0	0 + 0 part	0	97,437	1,007	0	0	0	2	2	2	0	0	1635	1635	1635	1635	1635	1	1	1	1	Sample6_476	1678	74	circular_elem	6	0 + 0 part	6,615017878
Meraga k33-k63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_49	5285	5584	circular_elem	6	NA	158,4862819
Meraga k33-k63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_527	1550	13458	circular_elem	6	NA	1302,387097
Meraga k33-k63	0	0	0	0	0	0	0	0	0	0	1	530	530	1210	57,36	58,26	530	NA	530	NA	1	NA	1	NA	0	0	0	0	0 + 1 part	29	41,405	1	0	0	0	1	1	1	0	0	501	501	0	501	NA	1	NA	1	NA	Sample6_722	1210	530	circular_elem	6	0 + 0 part	65,70247934
Meraga k33-k63	3	0	0	0	0	5382	0	0	0	0	3	2931	5382	5544	49,05	48,88	2931	2931	1364	1364	1	1	2	2	0	0	0	0	0 + 0 part	0	94,841	1,024	0	0	0	9	9	3	0	0	2931	2931	2931	1364	1364	1	1	2	2	Sample9_2	5544	2217	circular_elem	6	0 + 0 part	59,98376623
Meraga k33-k63	1	0	0	0	0	2142	0	0	0	0	1	2142	2142	2080	53,69	53,61	2142	2142	2142	2142	1	1	1	1	0	0	0	0	0 + 0 part	0	100	1,03	0	0	0	2	2	1	0	0	2142	2142	2142	2142	2142	1	1	1	1	Sample9_65	2080	274	circular_elem	6	0 + 0 part	19,75961538
Meraga k33-k63	0	0	0	0	0	0	0	0	0	0	2	602	1124	2264253	28,65	30,86	602	NA	522	NA	1	NA	2	NA	0	0	0	0	0 + 0 part	0	0,05	1	0	266,9	0	2	2	1	0	0	602	602	0	522	NA	1	NA	2	NA	evo_1035930.011	2264253	113983	strain	6	1 + 3 part	7,551033387
Meraga k33-k63	0	0	0	0	0	0	0	0	0	0	2	612	1138	2413510	26,98	30,86	612	NA	526	NA	1	NA	2	NA	0	0	0	0	0 + 0 part	0	0,047	1	0	0	0	3	3	1	0	0	612	612	0	526	NA	1	NA	2	NA	evo_1035930.029	2413510	2005302	strain	6	0 + 4 part	124,629813
Meraga k33-k63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1035930.032	2296439	660938	strain	6	NA	43,17149291
Meraga k33-k63	0	0	0	0	0	0	0	0	0	0	1	636	636	3363445	34,75	35,83	636	NA	636	NA	1	NA	1	NA	0	0	0	0	0 + 0 part	0	0,019	1	0	0	0	2	2	1	0	0	636	636	0	636	NA	1	NA	1	NA	evo_1049056.011	3363445	3162133	strain	6	2 + 2 part	141,0220622
Meraga k33-k63	0	0	0	0	0	0	0	0	0	0	4	559	2109	3524378	35,85	35,79	527	NA	516	NA	2	NA	3	NA	0	0	0	0	0 + 0 part	0	0,06	1	0	0	0	4	4	3	0	0	559	527	0	516	NA	2	NA	3	NA	evo_1049056.013	3524378	670459	strain	6	1 + 4 part	28,53520536
Meraga k33-k63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1049056.015	3374338	1602347	strain	6	NA	71,22939374
Meraga k33-k63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1049056.031	3382970	149277	strain	6	NA	6,618902917
